Patentnumber;Similarity (DSS-Inclusion);Science-driven novelty dummy
US8171650;0.0169915;1
US8171715;0;0
US8172007;0.002427184;1
US8172067;0;0
US8172082;0;0
US8172129;0;0
US8172133;0;0
US8172134;0.00436872;1
US8172135;0.002724796;1
US8172141;0;0
US8172145;0;0
US8172148;0.007194245;1
US8172149;0;0
US8172183;0;0
US8172381;0;0
US8172459;0;0
US8172468;0;0
US8172478;0.002487562;1
US8172637;0;0
US8172660;0;0
US8172665;0;0
US8172668;0;0
US8172669;0;0
US8172671;0;0
US8172677;0;0
US8172684;0.002398082;1
US8172685;0;0
US8172686;0.01468927;1
US8172687;0;0
US8172722;0;0
US8172752;0;0
US8172761;0;0
US8172833;0;0
US8172978;0;0
US8173051;0;0
US8173057;0;0
US8173355;0.01060606;1
US8173519;0;0
US8173552;0;0
US8173732;0.05521473;1
US8173766;0;0
US8173970;0;0
US8173977;0.002392344;1
US8174006;0;0
US8174232;0;0
US8174329;0;0
US8174356;0;0
US8174360;0.004081632;1
US8174361;0;0
US8174362;0;0
US8174363;0;0
US8174364;0.002398082;1
US8174365;0;0
US8174366;0.002392344;1
US8174367;0;0
US8174368;0;0
US8174369;0;0
US8174378;0.005586592;1
US8174381;0;0
US8174383;0;0
US8174384;0;0
US8174385;0;0
US8174386;0;0
US8174387;0;0
US8174388;0.01371742;1
US8174390;0;0
US8174391;0;0
US8174392;0;0
US8174393;0;0
US8174438;0;0
US8174447;0;0
US8174454;0;0
US8174462;0.02018229;1
US8174463;0.02188552;1
US8174482;0;0
US8174572;0;0
US8174717;0.03812317;1
US8174828;0;0
US8174931;0;0
US8174933;0.04273504;1
US8174994;0;0
US8175185;0.01359338;1
US8175297;0;0
US8175459;0;0
US8175530;0;0
US8175533;0.002487562;1
US8175542;0.003454231;1
US8175545;0;0
US8175578;0.009111618;1
US8175590;0;0
US8175613;0.01316348;1
US8175615;0;0
US8175640;0.06805556;1
US8175646;0;0
US8175652;0.01269205;1
US8175659;0;0
US8175661;0;0
US8175745;0;0
US8175746;0.0247678;1
US8175748;0;0
US8175749;0.01295961;1
US8175753;0.008360596;1
US8175756;0;0
US8175796;0;0
US8175906;0;0
US8175924;0.002487562;1
US8175925;0.002398082;1
US8175935;0;0
US8175959;0;0
US8175970;0;0
US8175972;0;0
US8175979;0;0
US8175990;0;0
US8176054;0;0
US8176060;0;0
US8176062;0;0
US8176064;0.007490637;1
US8176101;0;0
US8176323;0.003516174;1
US8176437;0;0
US8176593;0;0
US8176776;0;0
US8176947;0;0
US8176948;0.002506266;1
US8176950;0.006547619;1
US8177123;0;0
US8177126;0;0
US8177127;0;0
US8177129;0;0
US8177130;0;0
US8177132;0;0
US8177135;0;0
US8177137;0.01913876;1
US8177138;0.03144654;1
US8177234;0.003231018;1
US8177340;0;0
US8177616;0.01576577;1
US8177621;0;0
US8177622;0.01851852;1
US8177624;0;0
US8177627;0;0
US8177628;0;0
US8177633;0;0
US8177637;0;0
US8177641;0;0
US8177644;0;0
US8177697;0;0
US8177762;0;0
US8177776;0.03899371;1
US8178024;0.0291439;1
US8178028;0;0
US8178206;0;0
US8178355;0.003690037;1
US8178415;0;0
US8178438;0;0
US8178447;0;0
US8178799;0.007912957;1
US8178829;0;0
US8178853;0.1334563;1
US8178868;0;0
US8178873;0;0
US8178958;0;0
US8179091;0;0
US8179219;0.01499118;1
US8179231;0;0
US8179232;0;0
US8179233;0;0
US8179238;0;0
US8179257;0;0
US8179258;0.06325515;1
US8179259;0;0
US8179260;0.01693767;1
US8179261;0;0
US8179262;0;0
US8179263;0;0
US8179264;0;0
US8179265;0;0
US8179266;0;0
US8179267;0;0
US8179329;0;0
US8179332;0;0
US8179423;0;0
US8179557;0;0
US8179563;0;0
US8179682;0;0
US8179742;0;0
US8179859;0;0
US8180037;0;0
US8180146;0.0137457;1
US8180234;0;0
US8180280;0;0
US8180285;0;0
US8180289;0;0
US8180291;0;0
US8180293;0;0
US8180296;0;0
US8180317;0.009803922;1
US8180364;0;0
US8180370;0;0
US8180373;0;0
US8180402;0;0
US8180404;0;0
US8180405;0;0
US8180440;0.02163743;1
US8180448;0.02974359;1
US8180591;0;0
US8180592;0;0
US8180671;0;0
US8180703;0;0
US8180706;0;0
US8180741;0;0
US8180888;0.03095975;1
US8180987;0;0
US8180992;0;0
US8181035;0.0942029;1
US8181037;0;0
US8181211;0.004854369;1
US8181229;0;0
US8181301;0;0
US8181335;0;0
US8181493;0;0
US8181580;0;0
US8181798;0;0
US8181848;0;0
US8181853;0;0
US8181854;0.007462686;1
US8181856;0;0
US8181857;0;0
US8181858;0;0
US8181860;0;0
US8181864;0;0
US8181865;0;0
US8181866;0;0
US8181868;0;0
US8181871;0;0
US8181873;0;0
US8181875;0;0
US8181879;0.002392344;1
US8181881;0;0
US8181882;0.005063291;1
US8181994;0;0
US8182017;0;0
US8182192;0;0
US8182326;0;0
US8182333;0;0
US8182338;0;0
US8182339;0.002392344;1
US8182347;0;0
US8182348;0;0
US8182393;0.08333334;1
US8182415;0.002392344;1
US8182429;0.002398082;1
US8182433;0.002398082;1
US8182435;0.02595628;1
US8182444;0.008855155;1
US8182471;0;0
US8182472;0;0
US8182744;0;0
US8182763;0;0
US8183052;0;0
US8183538;0;0
US8183565;0.002427184;1
US8183785;0.002392344;1
US8183822;0;0
US8183827;0.04424104;1
US8183977;0;0
US8183979;0;0
US8183980;0.005338078;1
US8183981;0.007490637;1
US8183983;0;0
US8183984;0;0
US8183985;0;0
US8183994;0;0
US8183998;0;0
US8184005;0.01740644;1
US8184006;0;0
US8184007;0;0
US8184009;0;0
US8184019;0;0
US8184097;0.00245098;1
US8184100;0.002392344;1
US8184154;0;0
US8184155;0;0
US8184297;0;0
US8184454;0;0
US8184480;0;0
US8184525;0.002568053;1
US8184543;0;0
US8184580;0;0
US8184742;0;0
US8184824;0;0
US8184996;0;0
US8185052;0.004608295;1
US8185062;0;0
US8185069;0.03588632;1
US8185077;0;0
US8185086;0;0
US8185088;0;0
US8185098;0;0
US8185099;0.02614379;1
US8185121;0;0
US8185131;0.002487562;1
US8185133;0;0
US8185155;0.004901961;1
US8185164;0.01830065;1
US8185231;0;0
US8185234;0;0
US8185235;0;0
US8185264;0;0
US8185277;0;0
US8185322;0.07632399;1
US8185351;0;0
US8185411;0.00304878;1
US8185448;0;0
US8185471;0;0
US8185479;0;0
US8185527;0;0
US8185597;0;0
US8185601;0;0
US8185618;0;0
US8185627;0;0
US8185646;0;0
US8185733;0;0
US8185744;0;0
US8185749;0;0
US8185887;0;0
US8186088;0;0
US8186409;0.003367003;1
US8186499;0;0
US8186574;0.0432357;1
US8186578;0;0
US8186581;0;0
US8186583;0;0
US8186585;0;0
US8186587;0;0
US8186591;0;0
US8186592;0.002427184;1
US8186597;0;0
US8186599;0.002487562;1
US8186601;0.002427184;1
US8186870;0;0
US8186872;0;0
US8186874;0;0
US8187075;0;0
US8187079;0.0025;1
US8187088;0;0
US8187089;0;0
US8187091;0;0
US8187092;0;0
US8187182;0.02346743;1
US8187317;0;0
US8187710;0;0
US8187887;0;0
US8187888;0;0
US8187892;0;0
US8187915;0;0
US8188430;0;0
US8188535;0;0
US8188619;0;0
US8188787;0.002398082;1
US8188839;0.02317497;1
US8188840;0;0
US8188841;0;0
US8188845;0;0
US8188847;0.05023761;1
US8188863;0;0
US8188864;0;0
US8188865;0;0
US8188866;0;0
US8188868;0;0
US8188880;0;0
US8188883;0;0
US8188887;0.005464481;1
US8188888;0;0
US8188908;0;0
US8188927;0;0
US8188930;0;0
US8188931;0;0
US8189214;0;0
US8189219;0;0
US8189225;0;0
US8189466;0.07457627;1
US8189619;0;0
US8189703;0.0193666;1
US8189825;0;0
US8189879;0.007227891;1
US8189926;0.002392344;1
US8190087;0.002392344;1
US8190090;0.01966292;1
US8190091;0.01385281;1
US8190101;0.01239157;1
US8190102;0.1113553;1
US8190143;0;0
US8190153;0;0
US8190172;0;0
US8190176;0;0
US8190193;0.002487562;1
US8190194;0.004975124;1
US8190234;0.01027538;1
US8190279;0;0
US8190282;0;0
US8190291;0;0
US8190293;0;0
US8190302;0;0
US8190304;0;0
US8190331;0.01335656;1
US8190332;0;0
US8190362;0.007931262;1
US8190374;0;0
US8190398;0;0
US8190461;0;0
US8190466;0;0
US8190470;0;0
US8190472;0;0
US8190480;0;0
US8190483;0;0
US8190507;0;0
US8190514;0;0
US8190515;0;0
US8190518;0;0
US8190522;0;0
US8190523;0;0
US8190541;0;0
US8190543;0.002583979;1
US8190599;0;0
US8190630;0.003069839;1
US8190651;0;0
US8190725;0;0
US8190872;0;0
US8190885;0.002398082;1
US8190904;0;0
US8190906;0;0
US8191005;0;0
US8191110;0;0
US8191212;0;0
US8191230;0.002427184;1
US8191292;0;0
US8191339;0;0
US8191421;0;0
US8191465;0;0
US8191473;0;0
US8191570;0.03776042;1
US8191672;0;0
US8191700;0;0
US8191767;0;0
US8191768;0;0
US8191771;0;0
US8191773;0;0
US8191778;0;0
US8191779;0;0
US8191780;0;0
US8191781;0;0
US8191783;0;0
US8191785;0.02507122;1
US8191791;0;0
US8191803;0;0
US8191982;0;0
US8192080;0;0
US8192136;0;0
US8192137;0;0
US8192243;0.004796163;1
US8192272;0;0
US8192275;0;0
US8192277;0;0
US8192293;0;0
US8192346;0.08206687;1
US8192371;0.02169101;1
US8192384;0.03406326;1
US8192387;0.003325021;1
US8192394;0.002398082;1
US8192397;0.01355662;1
US8192406;0;0
US8192698;0;0
US8193042;0;0
US8193532;0;0
US8193606;0;0
US8193775;0;0
US8193903;0;0
US8193906;0;0
US8193910;0.02377686;1
US8193911;0;0
US8193912;0;0
US8193913;0.002398082;1
US8193914;0.02321725;1
US8193916;0;0
US8193923;0;0
US8193924;0;0
US8193926;0.007194245;1
US8193935;0;0
US8193937;0;0
US8193938;0;0
US8193939;0.002427184;1
US8193940;0.002427184;1
US8193978;0.002534854;1
US8193985;0;0
US8193991;0;0
US8193992;0;0
US8194037;0.002392344;1
US8194045;0;0
US8194108;0.002398082;1
US8194122;0;0
US8194349;0;0
US8194433;0.02372479;1
US8194468;0.01327743;1
US8194484;0;0
US8194541;0.07503075;1
US8194823;0;0
US8194835;0;0
US8194844;0;0
US8194919;0;0
US8194932;0;0
US8194933;0.006999125;1
US8194985;0.002487562;1
US8195101;0;0
US8195106;0;0
US8195143;0.03370786;1
US8195189;0;0
US8195220;0;0
US8195229;0;0
US8195243;0.01679587;1
US8195295;0.06532404;1
US8195328;0;0
US8195333;0.01023392;1
US8195342;0;0
US8195358;0;0
US8195366;0;0
US8195382;0;0
US8195408;0.09090909;1
US8195488;0;0
US8195499;0.02413568;1
US8195506;0;0
US8195507;0;0
US8195511;0;0
US8195517;0;0
US8195519;0;0
US8195534;0;0
US8195551;0;0
US8195565;0;0
US8195576;0;0
US8195652;0;0
US8195659;0.004262574;1
US8195713;0.005142857;1
US8195814;0;0
US8195860;0;0
US8195928;0;0
US8196131;0.01019608;1
US8196155;0;0
US8196159;0;0
US8196374;0;0
US8196527;0;0
US8196774;0;0
US8196787;0;0
US8196809;0;0
US8196810;0;0
US8196813;0;0
US8196819;0;0
US8196824;0;0
US8196825;0;0
US8196826;0;0
US8196831;0.004369538;1
US8196833;0;0
US8196840;0;0
US8196841;0;0
US8196842;0.009746589;1
US8196930;0;0
US8197299;0;0
US8197319;0.006349206;1
US8197321;0;0
US8197324;0;0
US8197329;0;0
US8197330;0;0
US8197331;0;0
US8197334;0;0
US8197335;0;0
US8197337;0;0
US8197338;0.002702703;1
US8197439;0;0
US8197454;0;0
US8197490;0;0
US8197609;0;0
US8197717;0;0
US8197725;0;0
US8197750;0.01666667;1
US8197752;0.002398082;1
US8198148;0;0
US8198158;0;0
US8198527;0;0
US8198858;0.02803738;1
US8198859;0.04916067;1
US8198936;0;0
US8198960;0;0
US8198979;0;0
US8198982;0;0
US8198983;0.002392344;1
US8198984;0;0
US8198985;0;0
US8198986;0.01126574;1
US8198987;0;0
US8198990;0;0
US8198991;0;0
US8198994;0;0
US8199004;0;0
US8199014;0;0
US8199015;0.007228916;1
US8199016;0;0
US8199017;0;0
US8199020;0.01427115;1
US8199030;0;0
US8199051;0;0
US8199066;0;0
US8199339;0;0
US8199433;0;0
US8199489;0.002427184;1
US8199493;0;0
US8199551;0.008865248;1
US8199553;0;0
US8199689;0;0
US8199795;0.007032349;1
US8199890;0;0
US8199946;0;0
US8199966;0.008396306;1
US8199974;0;0
US8200156;0;0
US8200162;0;0
US8200168;0;0
US8200176;0;0
US8200218;0;0
US8200242;0;0
US8200243;0.009803922;1
US8200260;0;0
US8200279;0;0
US8200288;0.004975124;1
US8200303;0;0
US8200328;0.0371846;1
US8200342;0.05536723;1
US8200366;0;0
US8200381;0;0
US8200423;0;0
US8200425;0;0
US8200427;0.03072626;1
US8200428;0;0
US8200440;0.003846154;1
US8200453;0.002427184;1
US8200456;0;0
US8200509;0;0
US8200515;0;0
US8200517;0.0155642;1
US8200533;0;0
US8200562;0;0
US8200582;0;0
US8200585;0;0
US8200707;0;0
US8200712;0;0
US8200782;0;0
US8200789;0.1585509;1
US8200819;0;0
US8200868;0;0
US8200954;0;0
US8200967;0;0
US8200980;0.002325581;1
US8201028;0.01204819;1
US8201074;0;0
US8201329;0;0
US8201446;0.01212121;1
US8201641;0;0
US8201680;0;0
US8201681;0.007619048;1
US8201721;0;0
US8201724;0;0
US8201729;0;0
US8201731;0;0
US8201732;0;0
US8201733;0.003003003;1
US8201736;0.004975124;1
US8201737;0.01302083;1
US8201745;0.008196721;1
US8201746;0;0
US8201747;0;0
US8201748;0;0
US8202150;0;0
US8202158;0;0
US8202160;0;0
US8202168;0.007824726;1
US8202217;0;0
US8202238;0;0
US8202259;0;0
US8202260;0;0
US8202272;0.002487562;1
US8202358;0;0
US8202420;0.00245098;1
US8202567;0;0
US8202598;0;0
US8202769;0;0
US8203142;0;0
US8203310;0;0
US8203425;0;0
US8203427;0;0
US8203429;0;0
US8203430;0.002392344;1
US8203431;0;0
US8203433;0;0
US8203435;0;0
US8203445;0.002392344;1
US8203449;0;0
US8203450;0;0
US8203451;0;0
US8203452;0;0
US8203453;0;0
US8203459;0.002427184;1
US8203461;0.002487562;1
US8203469;0;0
US8203488;0;0
US8203605;0;0
US8203640;0.006019563;1
US8203744;0;0
US8203754;0;0
US8203872;0.004975124;1
US8203965;0;0
US8204039;0;0
US8204075;0.08357441;1
US8204177;0;0
US8204214;0.01759531;1
US8204224;0;0
US8204225;0;0
US8204293;0;0
US8204438;0;0
US8204439;0.002427184;1
US8204489;0;0
US8204537;0;0
US8204538;0.00744879;1
US8204547;0.008814103;1
US8204580;0;0
US8204609;0;0
US8204612;0;0
US8204620;0;0
US8204622;0.05917874;1
US8204624;0.01054852;1
US8204649;0;0
US8204685;0;0
US8204774;0;0
US8204794;0;0
US8204799;0;0
US8204804;0;0
US8204825;0;0
US8204834;0;0
US8204917;0;0
US8205073;0.08585293;1
US8205244;0;0
US8205245;0;0
US8205370;0;0
US8205387;0;0
US8205460;0;0
US8205509;0.002427184;1
US8205547;0;0
US8205577;0;0
US8205722;0;0
US8205788;0;0
US8205793;0;0
US8205796;0.002487562;1
US8205799;0.002398082;1
US8205800;0;0
US8205801;0;0
US8205884;0;0
US8205887;0;0
US8206074;0.002398082;1
US8206212;0;0
US8206217;0;0
US8206223;0;0
US8206323;0;0
US8206342;0;0
US8206374;0;0
US8206460;0;0
US8206496;0;0
US8206497;0;0
US8206614;0;0
US8206862;0.02664068;1
US8207063;0;0
US8207251;0;0
US8207446;0;0
US8207458;0;0
US8207479;0.004813478;1
US8207497;0;0
US8207606;0;0
US8207814;0;0
US8207815;0;0
US8207816;0;0
US8207819;0;0
US8207820;0;0
US8207822;0;0
US8207823;0;0
US8207824;0;0
US8207825;0.02437811;1
US8207826;0;0
US8207827;0;0
US8207828;0;0
US8207829;0;0
US8207831;0;0
US8207832;0.01834862;1
US8207849;0.00245098;1
US8207851;0.002597403;1
US8207853;0;0
US8207854;0;0
US8207855;0;0
US8207856;0;0
US8207857;0;0
US8207858;0.002392344;1
US8207863;0.003921569;1
US8208001;0;0
US8208159;0;0
US8208468;0;0
US8208615;0;0
US8208681;0;0
US8208764;0.002392344;1
US8208766;0;0
US8208850;0;0
US8208866;0;0
US8208868;0;0
US8208886;0;0
US8208965;0.02588997;1
US8209076;0;0
US8209093;0;0
US8209120;0;0
US8209221;0;0
US8209226;0.005413766;1
US8209426;0;0
US8209449;0.002427184;1
US8209620;0.002398082;1
US8209751;0;0
US8209866;0.0240616;1
US8210126;0;0
US8210225;0.005347594;1
US8210396;0;0
US8210411;0;0
US8210426;0;0
US8210428;0;0
US8210429;0.01111111;1
US8210430;0;0
US8210433;0;0
US8210521;0;0
US8210522;0;0
US8210532;0;0
US8210533;0;0
US8210755;0;0
US8210791;0;0
US8210826;0.004796163;1
US8210897;0;0
US8210924;0;0
US8210927;0;0
US8210928;0.009240924;1
US8210930;0;0
US8210931;0;0
US8210935;0.03715847;1
US8210942;0;0
US8210944;0;0
US8210945;0;0
US8210954;0;0
US8210959;0;0
US8211057;0;0
US8211067;0;0
US8211313;0;0
US8211516;0;0
US8211780;0.05682395;1
US8212183;0;0
US8212189;0;0
US8212211;0;0
US8212226;0;0
US8212238;0;0
US8212241;0;0
US8212243;0;0
US8212254;0.004683841;1
US8212302;0.02574986;1
US8212304;0;0
US8212430;0;0
US8212518;0;0
US8212650;0;0
US8212651;0;0
US8212654;0.02005013;1
US8212655;0;0
US8212658;0;0
US8212672;0;0
US8212673;0;0
US8212674;0;0
US8212676;0;0
US8212677;0;0
US8212678;0.002955083;1
US8212679;0;0
US8212680;0;0
US8212685;0;0
US8212688;0;0
US8212691;0.02059925;1
US8212723;0;0
US8212729;0;0
US8212874;0.005277045;1
US8213074;0;0
US8213201;0;0
US8213253;0.002398082;1
US8213617;0.00245098;1
US8213914;0;0
US8213916;0;0
US8213961;0;0
US8213981;0;0
US8213982;0;0
US8214103;0.008071025;1
US8214231;0;0
US8214238;0;0
US8214257;0;0
US8214290;0;0
US8214291;0;0
US8214294;0;0
US8214298;0;0
US8214312;0;0
US8214325;0.03314213;1
US8214387;0.02793834;1
US8214446;0;0
US8214494;0;0
US8214530;0.01911589;1
US8214651;0;0
US8214913;0;0
US8215162;0;0
US8215406;0.02250131;1
US8215518;0;0
US8215546;0.003168568;1
US8215549;0;0
US8215550;0;0
US8215552;0;0
US8215553;0;0
US8215559;0;0
US8215560;0.01129944;1
US8215561;0;0
US8215562;0;0
US8215565;0;0
US8215640;0;0
US8215772;0;0
US8215821;0;0
US8215835;0;0
US8215956;0.0224359;1
US8216036;0.002487562;1
US8216039;0;0
US8216051;0;0
US8216053;0;0
US8216056;0;0
US8216057;0;0
US8216058;0;0
US8216061;0;0
US8216062;0.004641717;1
US8216065;0;0
US8216067;0;0
US8216173;0.05540661;1
US8216179;0;0
US8216211;0;0
US8216223;0.08602151;1
US8216511;0.05457227;1
US8217183;0;0
US8217386;0;0
US8217492;0;0
US8217578;0;0
US8217669;0;0
US8217672;0.01431767;1
US8217699;0;0
US8217756;0.004796163;1
US8217757;0;0
US8217758;0;0
US8217759;0.02459933;1
US8217760;0;0
US8217761;0;0
US8217762;0;0
US8217763;0;0
US8217769;0;0
US8217770;0;0
US8217772;0;0
US8217779;0;0
US8217781;0;0
US8217783;0;0
US8217789;0;0
US8217790;0;0
US8217793;0;0
US8217794;0;0
US8217795;0;0
US8217842;0;0
US8217849;0;0
US8217904;0;0
US8217907;0.08522981;1
US8217912;0.002427184;1
US8218011;0.1126761;1
US8218165;0.01354402;1
US8218195;0;0
US8218207;0;0
US8218262;0;0
US8218424;0.002427184;1
US8218514;0;0
US8218547;0;0
US8218688;0;0
US8218703;0;0
US8218753;0;0
US8218980;0;0
US8219053;0;0
US8219093;0.05632184;1
US8219094;0.04359673;1
US8219114;0;0
US8219135;0;0
US8219141;0;0
US8219143;0;0
US8219151;0;0
US8219152;0.009708738;1
US8219224;0;0
US8219236;0.01215611;1
US8219241;0;0
US8219243;0;0
US8219258;0;0
US8219281;0;0
US8219312;0.02833333;1
US8219327;0;0
US8219413;0.01883052;1
US8219438;0;0
US8219442;0;0
US8219443;0.005089059;1
US8219463;0;0
US8219465;0;0
US8219466;0.004140787;1
US8219467;0;0
US8219468;0;0
US8219490;0;0
US8219554;0;0
US8219558;0;0
US8219570;0;0
US8219584;0;0
US8219655;0.002392344;1
US8219694;0;0
US8219737;0.01904762;1
US8219811;0;0
US8219936;0.01960784;1
US8220014;0;0
US8220034;0;0
US8220173;0;0
US8220221;0;0
US8220227;0;0
US8220334;0.1319235;1
US8220383;0.002427184;1
US8220503;0;0
US8220568;0;0
US8220704;0;0
US8220705;0;0
US8220706;0;0
US8220707;0;0
US8220716;0;0
US8220718;0;0
US8220719;0;0
US8220750;0.002392344;1
US8220799;0;0
US8220836;0;0
US8220991;0;0
US8221214;0;0
US8221215;0.04469805;1
US8221220;0.003496503;1
US8221223;0;0
US8221226;0;0
US8221228;0;0
US8221244;0;0
US8221245;0;0
US8221290;0;0
US8221292;0;0
US8221480;0.007281553;1
US8221522;0;0
US8221652;0;0
US8221671;0.002496879;1
US8221705;0;0
US8221964;0.01609195;1
US8221995;0;0
US8222023;0.003016591;1
US8222037;0;0
US8222048;0.002487562;1
US8222076;0;0
US8222116;0;0
US8222117;0.06833334;1
US8222735;0;0
US8222742;0;0
US8222827;0;0
US8222989;0.004494382;1
US8222994;0.00312989;1
US8222996;0;0
US8222997;0;0
US8222998;0;0
US8222999;0;0
US8223012;0;0
US8223014;0;0
US8223018;0;0
US8223019;0;0
US8223020;0;0
US8223021;0;0
US8223069;0;0
US8223401;0;0
US8223526;0;0
US8223531;0.00245098;1
US8223580;0.05818541;1
US8223664;0;0
US8223677;0;0
US8223730;0;0
US8223736;0;0
US8223946;0;0
US8223964;0;0
US8224018;0;0
US8224113;0;0
US8224214;0;0
US8224233;0.03120936;1
US8224246;0;0
US8224253;0;0
US8224256;0.06438214;1
US8224258;0;0
US8224262;0;0
US8224277;0;0
US8224310;0;0
US8224313;0.004975124;1
US8224355;0;0
US8224375;0;0
US8224377;0;0
US8224389;0.01136364;1
US8224390;0;0
US8224391;0.002994012;1
US8224392;0.03984064;1
US8224396;0;0
US8224400;0;0
US8224481;0.003287311;1
US8224483;0;0
US8224496;0;0
US8224500;0;0
US8224518;0;0
US8224575;0;0
US8224576;0.002487562;1
US8224586;0;0
US8224610;0;0
US8224616;0;0
US8224664;0.02175013;1
US8224667;0.003223727;1
US8224678;0;0
US8224699;0;0
US8224700;0.02849003;1
US8224718;0;0
US8224719;0.002427184;1
US8224721;0;0
US8224753;0;0
US8224766;0.002487562;1
US8224794;0.002487562;1
US8224850;0;0
US8224852;0;0
US8224939;0;0
US8225014;0;0
US8225215;0;0
US8225374;0;0
US8225458;0;0
US8225645;0;0
US8225696;0;0
US8225824;0.002487562;1
US8225908;0.004711425;1
US8225988;0.02332719;1
US8225989;0;0
US8225995;0;0
US8226003;0;0
US8226011;0;0
US8226012;0;0
US8226013;0;0
US8226085;0;0
US8226237;0;0
US8226414;0.02548625;1
US8226459;0.002392344;1
US8226464;0;0
US8226467;0;0
US8226468;0.003252032;1
US8226469;0;0
US8226471;0.002487562;1
US8226474;0;0
US8226493;0;0
US8226495;0;0
US8226610;0.002487562;1
US8226755;0.002398082;1
US8226757;0;0
US8226978;0.01149425;1
US8227099;0;0
US8227261;0.002398082;1
US8227302;0;0
US8227303;0;0
US8227320;0;0
US8227851;0;0
US8227863;0.02357881;1
US8227936;0.08393285;1
US8227956;0;0
US8228030;0.004796163;1
US8228075;0.009803922;1
US8228083;0;0
US8228171;0.02326758;1
US8228172;0;0
US8228173;0;0
US8228174;0;0
US8228175;0;0
US8228176;0;0
US8228189;0;0
US8228194;0.06094527;1
US8228195;0;0
US8228196;0;0
US8228197;0.003481288;1
US8228198;0;0
US8228199;0;0
US8228200;0;0
US8228201;0;0
US8228203;0;0
US8228234;0;0
US8228236;0.05660377;1
US8228260;0;0
US8228299;0;0
US8228315;0;0
US8228526;0;0
US8228558;0.05714286;1
US8228719;0.01969058;1
US8228759;0.03095844;1
US8228761;0;0
US8228765;0;0
US8228885;0;0
US8228934;0.002487562;1
US8229007;0.002469136;1
US8229023;0;0
US8229041;0;0
US8229100;0.002688172;1
US8229160;0;0
US8229252;0.002398082;1
US8229354;0;0
US8229355;0;0
US8229356;0;0
US8229378;0;0
US8229396;0;0
US8229452;0.003745318;1
US8229458;0;0
US8229461;0;0
US8229469;0;0
US8229516;0;0
US8229534;0;0
US8229587;0;0
US8229593;0;0
US8229597;0;0
US8229617;0;0
US8229618;0;0
US8229624;0;0
US8229716;0.002398082;1
US8229740;0.009411764;1
US8229765;0.05195402;1
US8229781;0;0
US8229783;0;0
US8229784;0.01324965;1
US8229785;0.002398082;1
US8229787;0;0
US8229790;0;0
US8229791;0.002398082;1
US8229795;0;0
US8229801;0;0
US8229802;0;0
US8229803;0;0
US8229846;0;0
US8229852;0;0
US8229914;0;0
US8229962;0;0
US8230075;0;0
US8230171;0;0
US8230207;0;0
US8230230;0;0
US8230235;0;0
US8230333;0.006060606;1
US8230367;0;0
US8230727;0;0
US8230788;0;0
US8230980;0;0
US8231002;0;0
US8231024;0;0
US8231047;0;0
US8231051;0;0
US8231052;0;0
US8231053;0;0
US8231058;0;0
US8231060;0;0
US8231061;0;0
US8231062;0;0
US8231270;0.02396804;1
US8231428;0;0
US8231448;0;0
US8231450;0;0
US8231451;0;0
US8231453;0;0
US8231454;0;0
US8231455;0.02114636;1
US8231456;0;0
US8231458;0;0
US8231459;0;0
US8231463;0.004655493;1
US8231464;0;0
US8231465;0;0
US8231471;0.007092198;1
US8231506;0;0
US8231531;0;0
US8231538;0;0
US8231553;0.01436782;1
US8231567;0.008928572;1
US8231578;0;0
US8231597;0;0
US8231749;0;0
US8231811;0;0
US8231846;0.002487562;1
US8232181;0;0
US8232550;0;0
US8232555;0;0
US8232556;0;0
US8232621;0;0
US8232745;0.04559748;1
US8232811;0;0
US8232860;0;0
US8232862;0;0
US8232865;0;0
US8232868;0;0
US8232877;0;0
US8232879;0;0
US8232880;0.02366255;1
US8232888;0.005633803;1
US8232894;0;0
US8232919;0.009557945;1
US8232923;0;0
US8232979;0.009679371;1
US8233025;0.007462686;1
US8233043;0.05172414;1
US8233166;0;0
US8233203;0;0
US8233272;0.01449275;1
US8233425;0.01741293;1
US8233461;0;0
US8233463;0.004975124;1
US8233468;0;0
US8233658;0.03788546;1
US8233804;0;0
US8233841;0;0
US8233842;0;0
US8233846;0;0
US8233847;0;0
US8233863;0;0
US8233866;0;0
US8233870;0.03502189;1
US8233872;0;0
US8233885;0;0
US8233889;0;0
US8233894;0.004410838;1
US8233915;0;0
US8233916;0;0
US8233953;0;0
US8233957;0.002487562;1
US8233959;0;0
US8234000;0.05100182;1
US8234004;0;0
US8234114;0;0
US8234124;0;0
US8234125;0;0
US8234128;0;0
US8234169;0;0
US8234175;0;0
US8234185;0;0
US8234189;0;0
US8234207;0;0
US8234212;0.01559252;1
US8234214;0;0
US8234216;0;0
US8234295;0;0
US8234417;0;0
US8234501;0;0
US8234502;0;0
US8234507;0.002427184;1
US8234677;0;0
US8234779;0;0
US8234838;0;0
US8234960;0;0
US8235223;0;0
US8235247;0;0
US8235280;0;0
US8235281;0;0
US8235283;0;0
US8235285;0.01066667;1
US8235287;0;0
US8235288;0;0
US8235293;0;0
US8235294;0;0
US8235299;0;0
US8235300;0;0
US8235301;0.1232166;1
US8235376;0;0
US8235416;0;0
US8235716;0;0
US8235780;0;0
US8235784;0;0
US8235785;0;0
US8235789;0.004796163;1
US8235798;0.03270703;1
US8235803;0.002898551;1
US8235804;0;0
US8235811;0;0
